Brown Paper Sack,The Gentrys,spotify:track:2MUmxGWK06HQtnCklHgOio
The Holy Ghost,Lou Donaldson,spotify:track:7LF30EqxPEYSld3pgUODio
Love Street,The Doors,spotify:track:5Q2Im8o4RthlAMkvUMYwGj
Rollin' Machine,The Seeds,spotify:track:2VVvjD7lpHLuJq5i53anWF
The Toonerville Trolley,The Electric Prunes,spotify:track:5b78BsSVJjkjVLlyo0MQQk
You Are the Light,The Easybeats,spotify:track:2LjjiEjQzbIBf6tK6G0lJA
Massachusetts (Remastered LP Version),Bee Gees,spotify:track:6jK5J2JujFL2sCED3p7CEt
Porque Yo Te Amo,Sandro,spotify:track:4c1njLePXF6bmo5usheY9A
All Tomorrow's Parties,The Velvet Underground,spotify:track:1N1vNR8C8SfY0UoyhVXeWm
Oh Baby (We Got a Good Thing Goin'),The Astronauts,spotify:track:01Zq4eJ6qRQV9elG1etAaM
Shout,Tommy James & The Shondells,spotify:track:46bYfccLuGk9Z31NsZuovJ
The One Who Really Loves You - Single Version,Mary Wells,spotify:track:4M732X5J2BE6M8VIHHfxMx
H-O-P-P- Why?,Hapshash & The Coloured Coat,spotify:track:3rCGtKcNFPvY9lWGMcOz5T
San Franciscan Nights - Mono Version,Eric Burdon & the Animals,spotify:track:10weG0sfwreI512g3qHPfW
I'll Be Your Mirror - Alternative Version,The Velvet Underground,spotify:track:6jeCyGmWLAChHuv6H9bUoi
A Sleepin' Bee,Barbra Streisand,spotify:track:2szMMv9faANs25EvpjKaL8
Motorcycle Irene,Moby Grape,spotify:track:0mlpxFqBjMnSLeEsTcM651
Viola Lee Blues - 2013 Remaster,Grateful Dead,spotify:track:2rpFMYQZa7lvSXvwFsSavt
Twist And Shout,The Mamas & The Papas,spotify:track:3GBgcomUb0yvKfkxybq7mN
Another Country,The Electric Flag,spotify:track:0th9UI4u77iB2GGx3FxvUM
You've Really Got a Hold On Me,The Zombies,spotify:track:6a6vi7tNL6NSeRa4Ez0Bj6
Motherless Child - Remastered Version,Sweetwater,spotify:track:6d5elg6NxOlycrA1sEazQu
Are You Lovin' Me More (But Enjoying It Less),The Electric Prunes,spotify:track:6PJtYtXmuI36MhnCbah5Jc
With A Little Help From My Friends - Remix,The Beatles,spotify:track:08XKCwMrwEAyyfTCTGkkhg
Runaround Sue,Dion,spotify:track:0kY5UKJr6HJHYL8bFuam9s
Can I Get A Witness,The Rolling Stones,spotify:track:76ay4KPgYv1wIsTyvMAjKp
Rock Salt And Nails,Steve Young,spotify:track:4vuZnHyZvvFTjgrVxXIhNw
"Oh, Sweet Mary",Big Brother & The Holding Company,spotify:track:6dK3YqaigUJPxdTZqwhnM7
Remember a Day,Pink Floyd,spotify:track:2YcxeBmk9hvMH7RFFyqnIr
Think It Over/Too Much To Take,Keef Hartley Band,spotify:track:7zjVjZUlCeFbu97FCtKcAU
If That's the Way You Feel,Nazz,spotify:track:0cyAWgsw9Y6GAKEbNL6mY2
I Can't Make My Mind Up,The Zombies,spotify:track:455ft4x61vKYhvfhDh1vj4
Up In Her Room,The Seeds,spotify:track:4HcM0ICesztS76MtSmfnvp
You're My Adee,The Motions,spotify:track:25xKKqDDr1X9FHkjrjZSej
Handsome Johnny,Richie Havens,spotify:track:5cWsbl9hgywKAKepickSDC
The Other Side Of This Life - Alternate Take/Previously Unreleased Instrumental Version,The Lovin' Spoonful,spotify:track:3ENsS36u03iyvhdFoyJZYF
I'm A Loser - Remastered 2009,The Beatles,spotify:track:7wC4EW11mBVxDK3xdC7FTf
Rich Kind of Poverty,Sam & Dave,spotify:track:7L6lTJiQ81wqG0xNPYgncV
Down On The Corner,Creedence Clearwater Revival,spotify:track:2gE95JskwQ1pCACTpGe1Db
The Spell That Comes After - 2006 Remaster,Vanilla Fudge,spotify:track:1dBXHhjuvR05gSSrACu8Qr
We're Not Gonna Take It,The Who,spotify:track:4pPqPz29mXtKl22L7ZDdw9
Love In The City,The Turtles,spotify:track:1IoPjd0yRTUChfEqWkCQ5S
Mary Anne With The Shaky Hand - Acoustic/Incl. Premier Drums Commercial/Radio London Jingle,The Who,spotify:track:0liCyQmHYLEQxF9jIZlFE1
Pale Blue Eyes,The Velvet Underground,spotify:track:7urDSX97YCwDNjzgrHHAnD
Subliminal Sonic Laxative,The Blues Magoos,spotify:track:3DpjXynsWfKy9G45om536n
Don't Send Me No Flowers,The Gentrys,spotify:track:6UQQ4sbHbNth3IICnYRmUO
All the Words In the World,Neil Sedaka,spotify:track:3UyaYMP2pnyxbDNyEhN66d
Away From You,Chuck Berry,spotify:track:4Jt5LEFrevpWmZZkLBbHfo
To Sir with Love,Lulu,spotify:track:0gBFr7N2D1GfhkXIIepIGG
Hang On Sloopy,The Gentrys,spotify:track:03ovBHauKQ80t03PD1NFmO
I Got You (I Feel Good),James Brown & The Famous Flames,spotify:track:0rTkE0FmT4zT2xL6GXwosU
The Most Beautiful Girl In The World,Frank Sinatra,spotify:track:5SC5AFDD7oAvHEDv4KsayG
Ain't That Peculiar,Big John Patton,spotify:track:7a5QFIEs51IoU5kz6T8TsU
La-La-La-Lies,The Who,spotify:track:70KzBhVeJIy40i76AxIcpx
"Rock And Roll Music - Live In Sacramento, CA/1964",Jan & Dean,spotify:track:26MX5RBjzh25DlbAz8eoGA
I'm Waiting For The Man - Album Version (Stereo),The Velvet Underground,spotify:track:2J9GLqNATExevUPvpLU1Sl
Sister Ray,The Velvet Underground,spotify:track:3BvMJTuIIOUuqoAL7VTQ4l
Collage,James Gang,spotify:track:0082gyyMqoIFvN0f2wTGkT
ImpressÃÂµes Digitais,Liverpool,spotify:track:7n5a3WtyziFPxPhV9npGVi
Come Over (Demo) - Remastered,The Turtles,spotify:track:4DDSmDG6FQ0mIlKEfNsBrB
Sunny Afternoon,The Kinks,spotify:track:6fZehv375zflhOnWqjMyoN
Makaha At Midnight,Bruce Johnston,spotify:track:3msvhtqAWDEr2fToSroAh5
Danke Schoen,Wayne Newton,spotify:track:3H8Sn0mYsZMPPlMCbebOJ5
Yamasuki,Yamasuki Singers,spotify:track:2k0zYwTDDAjWBrzeJSyRXV
"Don't Think Twice, It's All Right","Peter, Paul and Mary",spotify:track:7IsXXgpowAB48crGjV1oGb
"Ain't Got No - I Got Life (From the musical production ""Hair"") - Remastered",Nina Simone,spotify:track:5VgcM58bybW45T2WgTdbeY
Top Gear,The Who,spotify:track:2vVnxzTZ2Lu8Mtpru3gl7b
All Tomorrow's Parties - Alternate Instrumental Mix,The Velvet Underground,spotify:track:3ZkA2AD7R098kz82yRftgq
Baby (You've Got What It Takes),Dinah Washington,spotify:track:6gn3MDRvr5iUAA2aPgEX2X
Butchie's Tune,The Lovin' Spoonful,spotify:track:4nFAL2TKUOoAPQJ5DGGoTd
Intermission,The Blues Magoos,spotify:track:0zly8xBk5CRgNTLMWx79Kt
We Should Get Along Fine - Single Version,The Sorrows,spotify:track:0xy1riYp5I7jBd0kxGDggH
Street Fighting Man,The Rolling Stones,spotify:track:09t1lDivsjZffcTC7rNa2m
If You Feel,Jefferson Airplane,spotify:track:42Y2k8AP5g1B5oXqxEtfFW
No Sense Nonsense,Jeremiah,spotify:track:4ZtISKWznAgYBhyuL2NTg3
Blister On The Moon,Taste,spotify:track:6fGTwrORSxE6rmX9OzQNbN
Don't Let Me Be Misunderstood,Nina Simone,spotify:track:0D1ceuzO7Yd6wd4X3RobPN
Party Sequence,Pink Floyd,spotify:track:0UNdgMQxCqUhw0Mcw89Vg3
Devil In Her Heart - Remastered 2009,The Beatles,spotify:track:5maTh4fY9SlgR3FhRkf040
I'm so Proud,Tommy James & The Shondells,spotify:track:4vhugyToSibNtubvaiq9bB
California Sun '65,The Rivieras,spotify:track:62IqCRfZNaqP8e6qBQcY3x
Hands Of A Clock,Banchee,spotify:track:4Lk8Qi4kZIfEhjCk7SWKGm
Stop,James Gang,spotify:track:1RY75Sdir9UtOIDp3543Hf
2 + 2 = ?,Bob Seger,spotify:track:1n7hJWFGAnPixy8MdJ4d22
At the Station,Ford Theatre,spotify:track:77DcolWvEzgTxWyG32lDFx
Come On Children,Small Faces,spotify:track:3TkMcHo7CJVgoVLKmy5uPB
Don't Be Taken In - 2019 - Remaster,The Dave Clark Five,spotify:track:1vpU5wYRARv0UH4f3bVZzL
Good Bye so Long,The Uniques,spotify:track:3GZWIyuGf4ZvOYBjT0mwoX
If I Ride This Train,Joe Johnson,spotify:track:0pHUCb1RmWKLaoPT6uLvWn
The Life I Live,Q'65,spotify:track:3IhHkd0OPXZc6hNLD4N8Ao
Over Under Sideways Down - The Mono Album,The Yardbirds,spotify:track:07KYQySlrmE94gaLbhvp4X
Reflections,Diana Ross & The Supremes,spotify:track:4QNviFJLZ8SrjhkTkDbvyU
Wild Is The Wind - Live,Nina Simone,spotify:track:3muwYfpLZGYsvrrssEzrxF
Care Of Cell 44,The Zombies,spotify:track:5QXqz1KDz8Z8DmfQoxWmmy
Fortunate Son,Creedence Clearwater Revival,spotify:track:7I2lPuuiOkpKtZlhr4zUpT
All of Your Toys - Tracking Session Composite Take 1 to 10,The Monkees,spotify:track:6U5JLoEhVYknK72eZiDl6E
Can't Buy Me Love - Remastered,The Beatles,spotify:track:7KmRz1oKEwgj9qpfn72OfO
See See Rider (Bonus Track),The Animals,spotify:track:0uMhYGXAgnP2Y7TMyUPUgd
F.B.I.,The Shadows,spotify:track:47OoSAYpIJ3xQhW8IiGjGh
Cherry Cherry,The Music Machine,spotify:track:7ihfTuNFJTN4JPKoHyyPFS
Fallin' In Love,The Seeds,spotify:track:7KuJUtNAdYdu8kLnDjrU3A
Strawberry Fields Forever - Stereo Mix 2015,The Beatles,spotify:track:3Pqf09cdDlOYDNkrbw5l0p
Give Love a Trial (Mono) - Remastered,The Turtles,spotify:track:1QTwLcRXVRK26sgX4F581r
People,Diana Ross & The Supremes,spotify:track:4tChjWsS1HV9Mb1uXcdeM0
You Can't Hurry Love,The Supremes,spotify:track:5bQduNI1lNfkNbDCKhBNX6
"A Boy Named Sue - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,spotify:track:4VkgY55sUbfszX3XjS3LxW
Incense And Peppermints,Strawberry Alarm Clock,spotify:track:6rsVm7tX1HJMZmGC4aGm5S
Randy Scouse Git - Mono Master,The Monkees,spotify:track:3KAptM8qjy33d5HeIrzRTL
"Catch Me Daddy - Live at the Winterland Ballroom, San Francisco, CA - April 1968",Big Brother & The Holding Company,spotify:track:3qVswYwjgXBH1IOSMP2j3z
Nature's Children,The Tangerine Zoo,spotify:track:4yVs8nH9cWIarfvqlQmqFy
Train To Nowhere,Savoy Brown,spotify:track:0lSpF01QlNN5J2BkrMyoJi
A Walk In The Sun (Mono),The Turtles,spotify:track:5fkxD51ELdcpgnHuKS139x
Bangles,The Electric Prunes,spotify:track:72ETHsTf3GOFoSA7ydy7hb
Odorono,The Who,spotify:track:0NENQ3CYTGMqAVPejzxFaN
Gas Money,The Turtles,spotify:track:1c2yMkHTsgWJaVAISdkptm
"You Me, We Love",The Easybeats,spotify:track:2VB9PZ4xk8fMyps69uyL2b
A Walk In The Sun (Stereo),The Turtles,spotify:track:4o9eCBRNhQLT5mJVLEUI0t
Band 6,The Monkees,spotify:track:3QJ71bacOdxHs9R1KbZKrQ
As It Is Before,Earth Opera,spotify:track:3FHFSqnR3d5UM2OMnIEgab
Somebody to Love,Jefferson Airplane,spotify:track:4uGIJG1jYFonGc4LGp5uQL
Zor and Zam,The Monkees,spotify:track:7bKZSvZy4adpItsV4tvRYM
Just Like Me,Paul Revere & The Raiders,spotify:track:26zxM3tt5OnkxGFGuKyJHQ
Like a Rolling Stone - Remastered,The Turtles,spotify:track:7wASXroqbJeUbdwAm765XH
Why Do I Cry,The Remains,spotify:track:0kHTfgJADmA81Wt25s3f98
Four Women,Nina Simone,spotify:track:3djK3AhkRb0wRlVwWHaZdc
Wild About My Lovin',The Lovin' Spoonful,spotify:track:5WLICRncUqisuqlIGIgHQc
"Keep Smilin', Keep Laughin', Be Happy (with Neal Hefti & His Orchestra)",Doris Day,spotify:track:3hMWQlDisb60rehLgGwWvC
I'm a Lover Not a Fighter,The Kinks,spotify:track:09VaIHUxxVDd71e7kUUXkv
Roller Girl,Anna Karina,spotify:track:7fxZpBlviGbIQ3MdWr2Nch
In the Midnight Hour,The Astronauts,spotify:track:0u0z4735wJSRRp3ogs19Fo
Micky in Carlsbad Cavern - Studio Dialogue,The Monkees,spotify:track:3sHQreIYJq2M5Onp5PjFQB
Hole In My Shoe,Traffic,spotify:track:6Tc4qBeOvqXfnh2eozKuSg
Richard Cory,Simon & Garfunkel,spotify:track:669jVNlVxPmrb2kN8YFq1u
Everybody To Their Own Kick,The Gentrys,spotify:track:4ayT4UuHtK6La0RzzpANSO
You Don't Give Me No More,The Weeds,spotify:track:0w7KwQyzPRBwinSQfwgzpL
Darling Be Home Soon,The Lovin' Spoonful,spotify:track:0KJOiIPKD1Ff6MOnMvNWDS
Much Better Off - Album Version / Stereo,Smokey Robinson & The Miracles,spotify:track:42V7F468ieBbxKwaxBlpls
House Without Windows,Mighty Baby,spotify:track:0pjnoDIxT234ZzElKdveul
Pam,Crazy Elephant,spotify:track:6m9Z1l0CgcgvMmh0izsRtJ
When the Lights Are Low,The Paragons,spotify:track:5dfQhcik87RMJAvVs7xW95
Wild Horses,The Flying Burrito Brothers,spotify:track:6PSNQyP6qQ2fG18GkYn9u9
Black Angel's Death Song - Alternative Mix,The Velvet Underground,spotify:track:2zaFdjAhIN8zPbfjK9A0n0
I'll Go Crazy,The Blues Magoos,spotify:track:1wqxFjpY0SBo0pyTjlUpwx
Ain't No Way - Mono Single Version,Aretha Franklin,spotify:track:6p3iGqLGUxFES79KULUzFm
Fuga NÃÂº II,Os Mutantes,spotify:track:3Ng45gGJdmfKvlRdOUxHhl
Chapter 24,Pink Floyd,spotify:track:0j9iv7tRpEpTGSGpkCMJve
If I Didn't Care,The Si Zentner Orchestra,spotify:track:57FLic3BN35PAyg3tC2ZqW
Don't Be a Fool,The Uniques,spotify:track:2wKezpKM0gyGgh5u8GXFix
Season of the Witch,Donovan,spotify:track:6p1KnPfyamJfxPkk6flhv5
Futilist's Lament,High Tide,spotify:track:6Y2FHIctlvmkQtD8Xiden9
Tattoo - Early Mono Mix,The Who,spotify:track:2YNr9MuEF8Z2U33ZBODgOI
"Did I Tell You, Babe",The Motions,spotify:track:22Ss7EBXvsbXQWZV9vtxzl
I Won't Hurt You,The West Coast Pop Art Experimental Band,spotify:track:59v1okflZrEkeb9JrxfJvX
I Can't Get Her Off My Mind - Master Backing Track,The Monkees,spotify:track:3E7Oue4Oet5vSnaXko12ZD
Come And See Her,The Easybeats,spotify:track:7mJdUFqpqnOQpaxdGFusEl
Let the Good Love Flow,Kaleidoscope,spotify:track:6de4bQaUCMxyinIVihqRER
It's Good To Be Alive,Manfred Mann Chapter Three,spotify:track:1ktYktqwyum4KipZdbnt6J
65 Bars and a Taste of Soul,Charles Wright & The Watts 103rd Street Rhythm Band,spotify:track:4OnTPgOMNgk4m2jXASbCI6
"Drum Dance - From the Film ""Wild On the Beach"" a Twentieth Century- Fox Release",Sandy Nelson,spotify:track:23EApeB4ZUC0zbZa4QggdY
Itchycoo Park,Small Faces,spotify:track:03WyBgewl3a6uvyJEMY69L
Dynamite!,Sly & The Family Stone,spotify:track:1XlwLsCoeLsHiNgIq7deXZ
Six O'Clock - 2003 Remaster,The Lovin' Spoonful,spotify:track:4Ce3lmp95P93YFNgaVgUNX
I Read You Like an Open Book,Tages,spotify:track:5eKOUBopZZZ1kd0eBtw2se
Pauvre doudou,Joe Dassin,spotify:track:3Ft5q8WEwwVcbLp0bhW0TK
"Hold On, I'm Comin'",Sam & Dave,spotify:track:6PgVDY8GTkxF3GmhVGPzoB
"Heinz Baked Beans - Incl. ""More Music"" Jingle",The Who,spotify:track:178d16S06GyVsIibea60rW
Good Lovin' - Single Version,The Young Rascals,spotify:track:0XnhQGfqfi5CnZXcONJuI5
I'm Chief Kamanawanalea (We're The Royal Macadamia Nuts),The Turtles,spotify:track:4rfVBbbZi5rWlZKZyzc9nS
Glitter and Gold - Remastered,The Turtles,spotify:track:5rB50P3zzl8r9wuNgySfeI
Just a Game - Demo - Takes 1 to 3,The Monkees,spotify:track:3dtRNUQ811BOKLOK15mDta
(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,spotify:track:2PzU4IB8Dr6mxV3lHuaG34
"One, One the Perfect Sum",Tim Hardin,spotify:track:0tpM17HhJVOFSxCPm3OkcG
See You in September,The Happenings,spotify:track:4CKGv3wy62FEsU6PiRQfUf
Femme Fatale - Mono,The Velvet Underground,spotify:track:0pygbYoagPtMts7nJjZPkg
Rugs Of Woods And Flowers,The Turtles,spotify:track:35Wypop3Iz6jXLVrMDSUIl
Just A Little Bit Of Peace In My Heart,Golden Earring,spotify:track:5oZzQ1ZMxmJkXlCUDJ22qO
Lipstick On Your Collar,Connie Francis,spotify:track:6psYpUSDyjlkSzFtgcGURp
A Spanish Piece,Pink Floyd,spotify:track:4YYVPqAYayRTsU2luahbPd
To Try For The Sun,The Leaves,spotify:track:6t7RHH87TAPVXmzzZ2RMMd
The Sentinal,The Sentinals,spotify:track:3p3r7ofX4CttEIx61vqhVY
Say It Loud - I'm Black And I'm Proud,James Brown,spotify:track:6HNvXgzIPzZk2MrJf7ZMFv
Ridin' High (with Neal Hefti & His Orchestra),Doris Day,spotify:track:5ytRVR9A58IQc7SaruvrVJ
The Ox - 2014 Stereo Mix,The Who,spotify:track:1NEb93cVnrPA0rlFBh8Pbr
Oh Death,Kaleidoscope,spotify:track:4cLCSZs9sZdscfoFDHCZ1z
Sing a Simple Song - Single Version,Sly & The Family Stone,spotify:track:3QbfWiLvHcAMYmdRPd9WnX
I Smiled Yesterday,Dionne Warwick,spotify:track:0reSnLH3BzFqcK7PhiVQPG
She'll Return It,The Animals,spotify:track:0JzLI8SAvPQY37ZuNIyglq
"Hello, I Love You",The Doors,spotify:track:3bWGaqVeYKMlLss40mPgNn
So Sad (To Watch Good Love Go Bad),The Gentrys,spotify:track:0kb5oHMU0A5LJ72jy7Ghuc
96 Tears,The Fire Escape,spotify:track:04tirJRbnB7VxzS9uk2DV1
"Rock the World - From the Film ""Wild On the Beach"" a Twentieth Century- Fox Release",The Astronauts,spotify:track:59o8KjII3AN0nxAa7xproW
The King Is in the Counting House,The Electric Prunes,spotify:track:0EvF2T6XCtMxqbbBJOWD0S
Strawberry Fields Forever - Take 7,The Beatles,spotify:track:2EiX1YuNGYn4AeMKwfrZdF
Come Together - Remastered,The Beatles,spotify:track:0MKqeOVdZcUFGJvWpGCKbG
Baila la Pulga,Los Brincos,spotify:track:28B2LwjfIfLCqswIUmDva8
The Middle of a Heartache,The Uniques,spotify:track:5FDvbajUYaAKujeTOuT7QI
Brown Eyed Handsome Man,The Astronauts,spotify:track:4cyZBHKHeMuODY2iDJvtew
Lucy In The Sky With Diamonds - Remix,The Beatles,spotify:track:5od7xyJpszivAXNkBc5SL8
Mona,Quicksilver Messenger Service,spotify:track:0C097TFNj4ikTOISggfohB
Dance This Dance,The Turtles,spotify:track:7aEursBE9ZTUAnjn1baCxt
Run For Your Life!,June Christy,spotify:track:34oOEBgSgcAy3qFG0TIm94
Be My Husband - Live In New York/1965,Nina Simone,spotify:track:1uSedrh9ywZJKQje4RWi7d
Yesterdays Gone,Chad & Jeremy,spotify:track:0xZwWBcPoSm088g7Pa3gAD
Teenage Letter - Single Version,The Sorrows,spotify:track:6QAFCAPGsHxjUYpjI8YN8r
La bande a bonnot,Joe Dassin,spotify:track:02MB4hddp5SCLa5fYu0OA3
California Dreamin',The Mamas & The Papas,spotify:track:63rva3TBizr6x1Yp5uwKfD
The Yodel,Big John Patton,spotify:track:1noAQpvoCEoUw9LiTnWhuj
Friday on My Mind - Mono Version,The Easybeats,spotify:track:7EMf5dciBlk5sGcCelg6iS
Le Premier Bonheur Du Jour,Os Mutantes,spotify:track:5DTzuJUckIUSqXCoX7xkrh
Big Noise From Speonk,The Lovin' Spoonful,spotify:track:21K8sfPfiOeRAvhFh8kGAC
Tryin' so Hard,The Easybeats,spotify:track:7Ce5gWFASwMxmT04e6ORdu
(You Can) Depend On Me - Single Version,The Miracles,spotify:track:25IFkeYPD9OBfwaZkosRCP
"Please, Please, Please - Stereo Version",The Who,spotify:track:27J9JQLDfGgGWqfcSLFmNp
Est-ce que tu le sais ?,Les Chats Sauvages,spotify:track:6FUJoTaJKEjOFrw0tjJCD0
Electricity,Captain Beefheart & His Magic Band,spotify:track:0LcfPNErwpUQHoUI2TRS56
Soul Kitchen,The Doors,spotify:track:2Xdc6qyaFBJZ8QW1KhpVci
Private Sorrow,The Pretty Things,spotify:track:0PlufZ1ghFMGgDGAJYRySI
Ground Hog,Spirit,spotify:track:2wzfGvWv5TTNTwuPahnUXM
Daddy Rolling Stone - Alternate Take B. / New Mix,The Who,spotify:track:4Pa47NpOvKPDJfNH6jisUG
Picanniny - Backing Track,Small Faces,spotify:track:4rq7MsGRa8ZtbmtdEzG718
You Don't Have To Walk In The Rain,The Turtles,spotify:track:3DjrRr5my3zww9cOI9ofSF
I'm So Lonesome I Could Cry,Tommy James & The Shondells,spotify:track:2pIsjxAyR5oO3LG9yztVfD
Heinz Baked Beans,The Who,spotify:track:3o7uDBvxFhtAKyAP2BZU2a
Sideshow,Family Tree,spotify:track:6t1NKmUskHyShvdQKtcISq
Flying - Remastered 2009,The Beatles,spotify:track:1itLKsCWHtLnxALkgBk1Fa
"Doctor, Doctor",The Who,spotify:track:4pgQkBQL4rDSSeO4eQ9nv4
Why Try,Kaleidoscope,spotify:track:42ggx0OHUV8neXOpPO0Ymk
I'm Just Trying,The Easybeats,spotify:track:5x0sLguUcuCVMVNmqCdEhK
Shake - French EP Version / Different Vocals,Small Faces,spotify:track:4cPFMpXXMMmQCGUdWdzNwQ
Sloop John B - Mono,The Beach Boys,spotify:track:2AufQT1FwvsggfK7u4Rbfb
Things You Do,The Morning After,spotify:track:3mLitoS2ucznbqoIwyQCWw
You Don't Own Me,Lesley Gore,spotify:track:5E1pngWasYW2Y6OjV6WMUs
Sin City,The Flying Burrito Brothers,spotify:track:5bfvQG4NGiTFfUxPdMKrUd
What'd I Say - Live,The Astronauts,spotify:track:1oZ9424CxDOn5RRfzI7P2I
Zilch - Mono Master,The Monkees,spotify:track:5nsIWk8JxtAQIenWTXXnJU
Good Times - Mono Version,Eric Burdon & the Animals,spotify:track:5QatWOVGyzfYVhTI9o3ZZ7
With God on Our Side,Bob Dylan,spotify:track:5hBOEqqkcQaUgkRhh6EyX4
The Rain The Park And Other Things,The Cowsills,spotify:track:5Ozv6hQIj20iX3nFfJCe8E
Get Ready,The Apple Pie Motherhood Band,spotify:track:5LgQ9HwzI6EGODz96ygDU4
Saturday's Hero,The Super Stocks,spotify:track:5gMc1EmziZgz8d6RBxzL6U
Cloud Song,The United States Of America,spotify:track:1YS9U07NrsMki30xuv2eDY
Packin' Up,Dusty Springfield,spotify:track:79C29ky4I1iBz0m5qMQ1mM
Younger Girl - Alternate Take/Previously Unreleased Demo Version,The Lovin' Spoonful,spotify:track:5uWswHtVYj6AgAcM6XmoOH
Willie & Laura Mae Jones,Dusty Springfield,spotify:track:4AE3dRLSuWT4t1cWy5RkHc
(Love Is Like A) Heat Wave - Stereo Version,The Who,spotify:track:256Zg68d999bstEnYlnfPL
Early Morning Blues and Greens - Master Backing Track,The Monkees,spotify:track:4LPsnlUCusSMAm4QaZOAsU
1921 - Live,The Who,spotify:track:0htsqdzg5LTve6NOS8fNjT
I'll Follow The Sun,The Motions,spotify:track:6cnUzOxugKbguqa640LxSt
There's A Doctor - Live,The Who,spotify:track:3gzHLQOJiVMVtuvj4sQcSq
Chevy Scarfer,The Astronauts,spotify:track:0ysHqXql4QLrvr7F9xyDDX
Quicksilver,Pink Floyd,spotify:track:1qjl9yDLL79nKVPGBf1akY
I Sure Feel More (Like I Do Than I Did When I Got Here),The Uniques,spotify:track:3f7RNuGMb9hjwaP9Mu0B1q
Out Of My Mind,Jerry Lee Lewis,spotify:track:05g9Ns7PLmxvTtGH0qc3ZE
Surf Beat,Dick Dale and his Del-Tones,spotify:track:0ABsO6njUrQzeUGSxY7bnA
I'm So Glad,Cream,spotify:track:61XVDwefOFFszHlEfImqz3
Fool #1,The Uniques,spotify:track:4C1zmDfpm84YH50vVLRaRG
Our Car Club,The Astronauts,spotify:track:6ksokzvVdWK0qr7b5JtXOu
Hey Joe,The Music Machine,spotify:track:0zmHG5J57zo3hQZVasNwjL
Greenfields,The Brothers Four,spotify:track:7F3R0rKXq5eYgPug8vqOdu
Cadillac,The Kinks,spotify:track:3KY8OC8ILOmPqGRkD3q76Z
You Said That,The Easybeats,spotify:track:5qSILjNCLSWA099RcVdTXB
Rain,Walter Wanderley,spotify:track:5bXGJIOZZ4TwcUpRYqf450
Patterns,Simon & Garfunkel,spotify:track:217u1cIalNlN91ZNIIsbzP
I Tell Myself,The Seeds,spotify:track:3VEzUYEIMU6tv1nOwQ3899
Go To The Mirror!,The Who,spotify:track:04hBFZJ5PeIc8PPe4v1XiA
I Wonder,The Easybeats,spotify:track:2m6M34t91WAhc16cbSXrpA
The Singleman Party Foxtrot,Dave Grusin,spotify:track:1GJ8Dy2jP4k9YhlSwiilB6
Run Run Run - Alternative Mix,The Velvet Underground,spotify:track:3pj9JdjeIl8YNln5cRIBT6
Baby Let's Play House,The Astronauts,spotify:track:1J9nwW2pkGn5ePKrpXorUr
She's Got the Action - Stereo Version,The Sorrows,spotify:track:4IZ9MAmeEIs5mAySqIPLqG
Christine,J.K. & Co.,spotify:track:0rhtkdGrgQkEiAPfNQM2Xn
Have You Seen The Children,Raymond Froggatt,spotify:track:1YC0ztys0Ln9nKb7rlP5pF
Much Too Much,The Who,spotify:track:72uhjjqnR9iHtliZ5LIXBq
Back In Baby's Arms - Single Version,Patsy Cline,spotify:track:0sLeL8h8khqsUn3fjKPUZa
Are You Lovin' Me More (But Enjoying It Less),The Electric Prunes,spotify:track:14IuPGNN2VcspxbMdQ8ehL
Meditation - Remix,Dusty Springfield,spotify:track:5dhucWe2Nh4MwYvMjthWbY
Girl (You Captivate Me),? & The Mysterians,spotify:track:3VrZjDtGoiZHqrHxjbGUd9
Long Time Gone - Remastered,"Crosby, Stills & Nash",spotify:track:1zMfsMdwkSLvuqcCVEZGlT
So Lonely - Remastered Version,The Everly Brothers,spotify:track:5wiYVcw6BliRLDdJnS4NWq
Sunday Morning - Mono,The Velvet Underground,spotify:track:1ErakbvzNqDwgjd3cIZfUM
How You Love Me (Demo) - Remastered,The Turtles,spotify:track:3MLHd8xMzaMVXj6DOI4GQ8
Twist And Shout - Remastered 2009,The Beatles,spotify:track:5ZBeML7Lf3FMEVviTyvi8l
Baby I Believe In You,The Remains,spotify:track:0RhMHZ7je17TlHCdHQ1S6G
Will You Love Me Tomorrow,The Shirelles,spotify:track:5zupfF6lvpSISEy7kZCZ0L
I Take What I Want,The Sorrows,spotify:track:1Nu73Y4kijk2ZOOPIEYKk5
Pinball Wizard,The Who,spotify:track:60C8zGPTdAAmDshHnMuyfc
I Am The Walrus - From Tv Film 'Magical Mystery Tour',Lord Sitar,spotify:track:1sw3oYOCQBqK1t9nGAZ2lb
Alvin,The Monkees,spotify:track:5rEMU8M2JVAcCEKexfdoLw
Shop Around,The Miracles,spotify:track:1VMncXCJ34SIAosUKhzjHy
Roll over Beethoven,The Sonics,spotify:track:1XmYh7bwrqyL9luXQC4awM
My Hero,Sue Thompson,spotify:track:4WEYK5RIlKPg8BHErqFiun
Please Mister Postman - Remastered,The Beatles,spotify:track:5IIBY9M2GxHcVja6DA6wsF
My Mind's Eye,Small Faces,spotify:track:4dusLrn61NgUDbr0p6wAnZ
